analysis_family,analysis_id,analysis_level,ci_lower,ci_upper,cluster_correction,contrast,direction,effect_estimate,episode_type,episodes,exposed,hr_subjects,independent_subjects,ischemic_subjects,landmark,method,model,multiplicity_family,n,observations,outcome,p_adjusted,p_value,reference,source,source_file,source_script,subgroup,subgroup_variable,weighting
landmark accuracy/calibration,LMCAL_010,annotated_beat,,,,,,13.685776058990175,,,,,,,qrs_offset,,calibration (annotator 2); qrs_offset,,404.0,404.0,mae_ms,,,,calibration (annotator 2),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_011,annotated_beat,,,,,,24.24813675761816,,,,,,,t_offset,,calibration (annotator 2); t_offset,,402.0,402.0,mae_ms,,,,calibration (annotator 2),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_012,annotated_beat,,,,,,24.75381384481931,,,,,,,p_onset,,finetune_val (single expert); p_onset,,358.0,358.0,mean_sigma_ms,,,,finetune_val (single expert),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_013,annotated_beat,,,,,,15.454361266797155,,,,,,,qrs_onset,,finetune_val (single expert); qrs_onset,,391.0,391.0,mean_sigma_ms,,,,finetune_val (single expert),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_014,annotated_beat,,,,,,18.371222093587036,,,,,,,qrs_offset,,finetune_val (single expert); qrs_offset,,391.0,391.0,mean_sigma_ms,,,,finetune_val (single expert),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_015,annotated_beat,,,,,,29.50549551532092,,,,,,,t_offset,,finetune_val (single expert); t_offset,,391.0,391.0,mean_sigma_ms,,,,finetune_val (single expert),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_016,annotated_beat,,,,,,24.862138984023883,,,,,,,p_onset,,calibration (annotator 1); p_onset,,372.0,372.0,mean_sigma_ms,,,,calibration (annotator 1),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_017,annotated_beat,,,,,,15.704431183284314,,,,,,,qrs_onset,,calibration (annotator 1); qrs_onset,,487.0,487.0,mean_sigma_ms,,,,calibration (annotator 1),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_018,annotated_beat,,,,,,18.7075542865103,,,,,,,qrs_offset,,calibration (annotator 1); qrs_offset,,487.0,487.0,mean_sigma_ms,,,,calibration (annotator 1),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_019,annotated_beat,,,,,,29.929240965010937,,,,,,,t_offset,,calibration (annotator 1); t_offset,,487.0,487.0,mean_sigma_ms,,,,calibration (annotator 1),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_020,annotated_beat,,,,,,15.58425232915595,,,,,,,qrs_onset,,calibration (annotator 2); qrs_onset,,404.0,404.0,mean_sigma_ms,,,,calibration (annotator 2),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_021,annotated_beat,,,,,,18.55066129004601,,,,,,,qrs_offset,,calibration (annotator 2); qrs_offset,,404.0,404.0,mean_sigma_ms,,,,calibration (annotator 2),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_022,annotated_beat,,,,,,29.5668362100326,,,,,,,t_offset,,calibration (annotator 2); t_offset,,402.0,402.0,mean_sigma_ms,,,,calibration (annotator 2),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_023,annotated_beat,,,,,,27.968198444596386,,,,,,,p_onset,,finetune_val (single expert); p_onset,,358.0,358.0,rmse_ms,,,,finetune_val (single expert),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_024,annotated_beat,,,,,,12.650000133804678,,,,,,,qrs_onset,,finetune_val (single expert); qrs_onset,,391.0,391.0,rmse_ms,,,,finetune_val (single expert),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_025,annotated_beat,,,,,,14.335390378782137,,,,,,,qrs_offset,,finetune_val (single expert); qrs_offset,,391.0,391.0,rmse_ms,,,,finetune_val (single expert),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_026,annotated_beat,,,,,,33.67901444784897,,,,,,,t_offset,,finetune_val (single expert); t_offset,,391.0,391.0,rmse_ms,,,,finetune_val (single expert),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_027,annotated_beat,,,,,,34.84453268972832,,,,,,,p_onset,,calibration (annotator 1); p_onset,,372.0,372.0,rmse_ms,,,,calibration (annotator 1),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_028,annotated_beat,,,,,,29.66337029231197,,,,,,,qrs_onset,,calibration (annotator 1); qrs_onset,,487.0,487.0,rmse_ms,,,,calibration (annotator 1),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_029,annotated_beat,,,,,,25.10365859561867,,,,,,,qrs_offset,,calibration (annotator 1); qrs_offset,,487.0,487.0,rmse_ms,,,,calibration (annotator 1),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_030,annotated_beat,,,,,,55.6381775510984,,,,,,,t_offset,,calibration (annotator 1); t_offset,,487.0,487.0,rmse_ms,,,,calibration (annotator 1),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_031,annotated_beat,,,,,,18.60900460144624,,,,,,,qrs_onset,,calibration (annotator 2); qrs_onset,,404.0,404.0,rmse_ms,,,,calibration (annotator 2),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_032,annotated_beat,,,,,,17.77600795339066,,,,,,,qrs_offset,,calibration (annotator 2); qrs_offset,,404.0,404.0,rmse_ms,,,,calibration (annotator 2),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_033,annotated_beat,,,,,,36.39074392064649,,,,,,,t_offset,,calibration (annotator 2); t_offset,,402.0,402.0,rmse_ms,,,,calibration (annotator 2),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_034,annotated_beat,,,,,,0.5363128491620112,,,,,,,p_onset,,finetune_val (single expert); p_onset,,358.0,358.0,PICP_50,,,,finetune_val (single expert),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_035,annotated_beat,,,,,,0.5601023017902813,,,,,,,qrs_onset,,finetune_val (single expert); qrs_onset,,391.0,391.0,PICP_50,,,,finetune_val (single expert),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_036,annotated_beat,,,,,,0.5831202046035806,,,,,,,qrs_offset,,finetune_val (single expert); qrs_offset,,391.0,391.0,PICP_50,,,,finetune_val (single expert),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_037,annotated_beat,,,,,,0.4731457800511509,,,,,,,t_offset,,finetune_val (single expert); t_offset,,391.0,391.0,PICP_50,,,,finetune_val (single expert),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_038,annotated_beat,,,,,,0.3064516129032258,,,,,,,p_onset,,calibration (annotator 1); p_onset,,372.0,372.0,PICP_50,,,,calibration (annotator 1),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_039,annotated_beat,,,,,,0.4435318275154004,,,,,,,qrs_onset,,calibration (annotator 1); qrs_onset,,487.0,487.0,PICP_50,,,,calibration (annotator 1),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_040,annotated_beat,,,,,,0.3716632443531827,,,,,,,qrs_offset,,calibration (annotator 1); qrs_offset,,487.0,487.0,PICP_50,,,,calibration (annotator 1),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_041,annotated_beat,,,,,,0.4106776180698152,,,,,,,t_offset,,calibration (annotator 1); t_offset,,487.0,487.0,PICP_50,,,,calibration (annotator 1),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_042,annotated_beat,,,,,,0.556930693069307,,,,,,,qrs_onset,,calibration (annotator 2); qrs_onset,,404.0,404.0,PICP_50,,,,calibration (annotator 2),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_043,annotated_beat,,,,,,0.5445544554455446,,,,,,,qrs_offset,,calibration (annotator 2); qrs_offset,,404.0,404.0,PICP_50,,,,calibration (annotator 2),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_044,annotated_beat,,,,,,0.5398009950248757,,,,,,,t_offset,,calibration (annotator 2); t_offset,,402.0,402.0,PICP_50,,,,calibration (annotator 2),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_045,annotated_beat,,,,,,0.7206703910614525,,,,,,,p_onset,,finetune_val (single expert); p_onset,,358.0,358.0,PICP_68,,,,finetune_val (single expert),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_046,annotated_beat,,,,,,0.7979539641943734,,,,,,,qrs_onset,,finetune_val (single expert); qrs_onset,,391.0,391.0,PICP_68,,,,finetune_val (single expert),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_047,annotated_beat,,,,,,0.7774936061381074,,,,,,,qrs_offset,,finetune_val (single expert); qrs_offset,,391.0,391.0,PICP_68,,,,finetune_val (single expert),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_048,annotated_beat,,,,,,0.6726342710997443,,,,,,,t_offset,,finetune_val (single expert); t_offset,,391.0,391.0,PICP_68,,,,finetune_val (single expert),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_049,annotated_beat,,,,,,0.4838709677419355,,,,,,,p_onset,,calibration (annotator 1); p_onset,,372.0,372.0,PICP_68,,,,calibration (annotator 1),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_050,annotated_beat,,,,,,0.5913757700205339,,,,,,,qrs_onset,,calibration (annotator 1); qrs_onset,,487.0,487.0,PICP_68,,,,calibration (annotator 1),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_051,annotated_beat,,,,,,0.5564681724845996,,,,,,,qrs_offset,,calibration (annotator 1); qrs_offset,,487.0,487.0,PICP_68,,,,calibration (annotator 1),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_052,annotated_beat,,,,,,0.5708418891170431,,,,,,,t_offset,,calibration (annotator 1); t_offset,,487.0,487.0,PICP_68,,,,calibration (annotator 1),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_053,annotated_beat,,,,,,0.7029702970297029,,,,,,,qrs_onset,,calibration (annotator 2); qrs_onset,,404.0,404.0,PICP_68,,,,calibration (annotator 2),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_054,annotated_beat,,,,,,0.7252475247524752,,,,,,,qrs_offset,,calibration (annotator 2); qrs_offset,,404.0,404.0,PICP_68,,,,calibration (annotator 2),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_055,annotated_beat,,,,,,0.7039800995024875,,,,,,,t_offset,,calibration (annotator 2); t_offset,,402.0,402.0,PICP_68,,,,calibration (annotator 2),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_056,annotated_beat,,,,,,0.8212290502793296,,,,,,,p_onset,,finetune_val (single expert); p_onset,,358.0,358.0,PICP_80,,,,finetune_val (single expert),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_057,annotated_beat,,,,,,0.9002557544757033,,,,,,,qrs_onset,,finetune_val (single expert); qrs_onset,,391.0,391.0,PICP_80,,,,finetune_val (single expert),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_058,annotated_beat,,,,,,0.9207161125319692,,,,,,,qrs_offset,,finetune_val (single expert); qrs_offset,,391.0,391.0,PICP_80,,,,finetune_val (single expert),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_059,annotated_beat,,,,,,0.7723785166240409,,,,,,,t_offset,,finetune_val (single expert); t_offset,,391.0,391.0,PICP_80,,,,finetune_val (single expert),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_060,annotated_beat,,,,,,0.6263440860215054,,,,,,,p_onset,,calibration (annotator 1); p_onset,,372.0,372.0,PICP_80,,,,calibration (annotator 1),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_061,annotated_beat,,,,,,0.6694045174537988,,,,,,,qrs_onset,,calibration (annotator 1); qrs_onset,,487.0,487.0,PICP_80,,,,calibration (annotator 1),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_062,annotated_beat,,,,,,0.6652977412731006,,,,,,,qrs_offset,,calibration (annotator 1); qrs_offset,,487.0,487.0,PICP_80,,,,calibration (annotator 1),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_063,annotated_beat,,,,,,0.6611909650924025,,,,,,,t_offset,,calibration (annotator 1); t_offset,,487.0,487.0,PICP_80,,,,calibration (annotator 1),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_064,annotated_beat,,,,,,0.7698019801980198,,,,,,,qrs_onset,,calibration (annotator 2); qrs_onset,,404.0,404.0,PICP_80,,,,calibration (annotator 2),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_065,annotated_beat,,,,,,0.8292079207920792,,,,,,,qrs_offset,,calibration (annotator 2); qrs_offset,,404.0,404.0,PICP_80,,,,calibration (annotator 2),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_066,annotated_beat,,,,,,0.7835820895522388,,,,,,,t_offset,,calibration (annotator 2); t_offset,,402.0,402.0,PICP_80,,,,calibration (annotator 2),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_067,annotated_beat,,,,,,0.9189944134078212,,,,,,,p_onset,,finetune_val (single expert); p_onset,,358.0,358.0,PICP_90,,,,finetune_val (single expert),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_068,annotated_beat,,,,,,0.9641943734015346,,,,,,,qrs_onset,,finetune_val (single expert); qrs_onset,,391.0,391.0,PICP_90,,,,finetune_val (single expert),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_069,annotated_beat,,,,,,0.979539641943734,,,,,,,qrs_offset,,finetune_val (single expert); qrs_offset,,391.0,391.0,PICP_90,,,,finetune_val (single expert),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_070,annotated_beat,,,,,,0.8644501278772379,,,,,,,t_offset,,finetune_val (single expert); t_offset,,391.0,391.0,PICP_90,,,,finetune_val (single expert),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_071,annotated_beat,,,,,,0.7553763440860215,,,,,,,p_onset,,calibration (annotator 1); p_onset,,372.0,372.0,PICP_90,,,,calibration (annotator 1),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_072,annotated_beat,,,,,,0.7515400410677618,,,,,,,qrs_onset,,calibration (annotator 1); qrs_onset,,487.0,487.0,PICP_90,,,,calibration (annotator 1),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_073,annotated_beat,,,,,,0.7946611909650924,,,,,,,qrs_offset,,calibration (annotator 1); qrs_offset,,487.0,487.0,PICP_90,,,,calibration (annotator 1),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_074,annotated_beat,,,,,,0.7392197125256673,,,,,,,t_offset,,calibration (annotator 1); t_offset,,487.0,487.0,PICP_90,,,,calibration (annotator 1),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_075,annotated_beat,,,,,,0.8242574257425742,,,,,,,qrs_onset,,calibration (annotator 2); qrs_onset,,404.0,404.0,PICP_90,,,,calibration (annotator 2),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_076,annotated_beat,,,,,,0.8886138613861386,,,,,,,qrs_offset,,calibration (annotator 2); qrs_offset,,404.0,404.0,PICP_90,,,,calibration (annotator 2),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_077,annotated_beat,,,,,,0.8830845771144279,,,,,,,t_offset,,calibration (annotator 2); t_offset,,402.0,402.0,PICP_90,,,,calibration (annotator 2),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_078,annotated_beat,,,,,,0.9189944134078212,,,,,,,p_onset,,finetune_val (single expert); p_onset,,358.0,358.0,PICP_95,,,,finetune_val (single expert),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_079,annotated_beat,,,,,,0.979539641943734,,,,,,,qrs_onset,,finetune_val (single expert); qrs_onset,,391.0,391.0,PICP_95,,,,finetune_val (single expert),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_080,annotated_beat,,,,,,0.989769820971867,,,,,,,qrs_offset,,finetune_val (single expert); qrs_offset,,391.0,391.0,PICP_95,,,,finetune_val (single expert),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_081,annotated_beat,,,,,,0.9028132992327366,,,,,,,t_offset,,finetune_val (single expert); t_offset,,391.0,391.0,PICP_95,,,,finetune_val (single expert),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_082,annotated_beat,,,,,,0.8413978494623656,,,,,,,p_onset,,calibration (annotator 1); p_onset,,372.0,372.0,PICP_95,,,,calibration (annotator 1),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_083,annotated_beat,,,,,,0.7946611909650924,,,,,,,qrs_onset,,calibration (annotator 1); qrs_onset,,487.0,487.0,PICP_95,,,,calibration (annotator 1),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_084,annotated_beat,,,,,,0.8480492813141683,,,,,,,qrs_offset,,calibration (annotator 1); qrs_offset,,487.0,487.0,PICP_95,,,,calibration (annotator 1),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_085,annotated_beat,,,,,,0.7618069815195072,,,,,,,t_offset,,calibration (annotator 1); t_offset,,487.0,487.0,PICP_95,,,,calibration (annotator 1),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_086,annotated_beat,,,,,,0.8663366336633663,,,,,,,qrs_onset,,calibration (annotator 2); qrs_onset,,404.0,404.0,PICP_95,,,,calibration (annotator 2),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_087,annotated_beat,,,,,,0.9306930693069309,,,,,,,qrs_offset,,calibration (annotator 2); qrs_offset,,404.0,404.0,PICP_95,,,,calibration (annotator 2),results/coverage_picp.csv,src/coverage.py,,,
landmark accuracy/calibration,LMCAL_088,annotated_beat,,,,,,0.917910447761194,,,,,,,t_offset,,calibration (annotator 2); t_offset,,402.0,402.0,PICP_95,,,,calibration (annotator 2),results/coverage_picp.csv,src/coverage.py,,,
episode signed direction,SIGNDIR_001,episode,,,,,negative,545.0,ischemic,,,,,,,,ischemic,,,,episodes,,,,,revision_work/analysis/signed_residual_direction.csv,src/revision_statistics.py,,,
episode signed direction,SIGNDIR_002,episode,,,,,positive,515.0,ischemic,,,,,,,,ischemic,,,,episodes,,,,,revision_work/analysis/signed_residual_direction.csv,src/revision_statistics.py,,,
episode signed direction,SIGNDIR_003,episode,,,,,negative,126.0,rate_related,,,,,,,,rate_related,,,,episodes,,,,,revision_work/analysis/signed_residual_direction.csv,src/revision_statistics.py,,,
episode signed direction,SIGNDIR_004,episode,,,,,positive,92.0,rate_related,,,,,,,,rate_related,,,,episodes,,,,,revision_work/analysis/signed_residual_direction.csv,src/revision_statistics.py,,,
episode signed direction,SIGNDIR_005,episode,,,,,negative,53.0,ischemic,,,,,,,,ischemic,,,,subjects,,,,,revision_work/analysis/signed_residual_direction.csv,src/revision_statistics.py,,,
episode signed direction,SIGNDIR_006,episode,,,,,positive,40.0,ischemic,,,,,,,,ischemic,,,,subjects,,,,,revision_work/analysis/signed_residual_direction.csv,src/revision_statistics.py,,,
episode signed direction,SIGNDIR_007,episode,,,,,negative,22.0,rate_related,,,,,,,,rate_related,,,,subjects,,,,,revision_work/analysis/signed_residual_direction.csv,src/revision_statistics.py,,,
episode signed direction,SIGNDIR_008,episode,,,,,positive,16.0,rate_related,,,,,,,,rate_related,,,,subjects,,,,,revision_work/analysis/signed_residual_direction.csv,src/revision_statistics.py,,,
episode signed direction,SIGNDIR_009,episode,,,,,negative,0.5141509433962265,ischemic,,,,,,,,ischemic,,,,proportion,,,,,revision_work/analysis/signed_residual_direction.csv,src/revision_statistics.py,,,
episode signed direction,SIGNDIR_010,episode,,,,,positive,0.4858490566037736,ischemic,,,,,,,,ischemic,,,,proportion,,,,,revision_work/analysis/signed_residual_direction.csv,src/revision_statistics.py,,,
episode signed direction,SIGNDIR_011,episode,,,,,negative,0.5779816513761468,rate_related,,,,,,,,rate_related,,,,proportion,,,,,revision_work/analysis/signed_residual_direction.csv,src/revision_statistics.py,,,
episode signed direction,SIGNDIR_012,episode,,,,,positive,0.4220183486238532,rate_related,,,,,,,,rate_related,,,,proportion,,,,,revision_work/analysis/signed_residual_direction.csv,src/revision_statistics.py,,,
